person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
25,54503,9.0,6300,7.51,0,0.12,0,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
26,42996,10.0,8500,10.2,0,0.2,0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
23,56000,7.0,4500,11.83,0,0.08,0,4,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
22,107000,1.0,10000,7.14,0,0.09,0,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
29,28140,0.0,5000,7.29,0,0.18,0,9,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
27,66000,0.0,9250,8.59,0,0.14,0,9,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
26,53000,2.0,2500,9.91,0,0.05,0,2,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24,70000,0.0,10000,7.29,0,0.14,0,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
24,50000,3.0,3000,10.99,1,0.06,0,2,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
37,60000,4.0,7175,7.9,0,0.12,0,14,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
35,66000,0.0,18000,9.99,0,0.27,0,8,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
30,36000,0.0,13000,13.61,1,0.36,0,8,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
40,50000,5.0,6000,14.96,0,0.12,1,16,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
28,64049,7.0,20000,12.69,0,0.31,0,7,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
35,165996,1.0,6000,5.42,0,0.04,0,10,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
23,60000,2.0,5000,6.91,0,0.08,0,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
41,92000,5.0,8000,9.63,0,0.09,0,13,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
30,112000,4.0,8000,16.02,0,0.07,1,10,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
22,85000,7.0,11700,8.59,0,0.14,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
32,90000,2.0,25000,9.99,0,0.28,0,7,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
29,48000,2.0,15000,11.36,1,0.31,0,8,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
21,55272,5.0,5000,5.42,0,0.09,0,3,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
24,45996,1.0,13000,13.47,1,0.28,1,2,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
26,56000,6.0,8150,12.87,0,0.15,0,4,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
31,40000,4.0,4625,12.42,0,0.12,0,5,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
27,31200,3.0,7000,9.88,0,0.22,0,9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
22,50000,6.0,7200,10.99,0,0.14,0,4,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
24,55000,5.0,3100,11.71,0,0.06,0,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
21,82100,3.0,12200,6.03,0,0.15,0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
23,48000,0.0,10000,9.25,0,0.21,0,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
26,63834,5.0,17000,11.12,0,0.27,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23,50000,7.0,15000,7.88,0,0.3,0,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
23,36000,7.0,4800,13.06,0,0.13,1,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
26,24000,0.0,3600,14.96,1,0.15,0,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
24,69600,2.0,10000,8.38,0,0.14,0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
25,78000,9.0,8000,16.0,1,0.1,0,4,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
28,51500,2.0,20000,15.65,1,0.39,1,8,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
30,68000,7.0,10000,10.75,0,0.15,0,7,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
43,93000,15.0,7500,12.86,1,0.08,1,15,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
32,34000,5.0,4000,7.49,0,0.12,0,6,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
28,54000,0.0,4500,10.99,1,0.08,1,8,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
27,29040,11.0,1800,13.23,1,0.06,1,5,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
33,66000,3.0,5600,10.99,0,0.08,0,9,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
25,24000,2.0,8500,9.88,1,0.35,0,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
22,47800,5.0,1500,13.43,0,0.03,1,4,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
24,62400,4.0,20000,14.84,1,0.32,0,4,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
25,62000,2.0,20000,17.04,1,0.32,0,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
23,24000,4.0,1500,11.49,0,0.06,0,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
25,60000,3.0,12000,5.42,0,0.2,0,3,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
27,47000,1.0,13000,10.99,0,0.28,0,5,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
22,19000,5.0,3000,13.06,1,0.16,0,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
25,80004,8.0,6000,8.0,1,0.07,0,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
25,54000,1.0,3600,10.99,1,0.07,0,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
34,109200,18.0,6000,12.23,0,0.05,1,5,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
25,31200,9.0,1500,11.12,0,0.05,0,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
29,60000,13.0,2075,15.23,0,0.03,0,7,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
29,55000,4.0,10000,11.36,0,0.18,0,8,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
31,20800,3.0,9750,17.19,1,0.47,1,6,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
24,102000,6.0,9800,10.36,0,0.1,0,4,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
30,19200,2.0,4750,13.61,1,0.25,1,8,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
27,55000,0.0,11000,5.42,0,0.2,0,9,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
59,40000,5.0,3600,7.49,0,0.09,0,24,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
27,26237,0.0,12000,13.22,1,0.46,0,7,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
28,61000,12.0,12000,9.99,0,0.2,0,6,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
23,55000,1.0,3800,6.76,0,0.07,0,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
24,175000,9.0,10000,5.42,0,0.06,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
41,135000,2.0,20000,9.25,0,0.15,0,13,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
34,42000,2.0,6000,10.59,0,0.14,0,7,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
23,38000,5.0,5400,7.9,0,0.14,0,3,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
22,23000,1.0,2400,9.63,0,0.1,0,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21,65004,5.0,5000,9.99,0,0.08,0,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
25,78000,0.0,9600,14.11,1,0.12,1,4,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
26,80004,7.0,7500,15.23,1,0.09,0,4,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
26,58000,0.0,3500,8.59,0,0.06,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
25,21000,0.0,5175,12.53,0,0.25,0,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
25,87000,7.0,9000,13.49,0,0.1,0,4,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
24,35000,1.0,10000,10.99,0,0.29,0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
25,18000,1.0,5500,11.71,1,0.31,0,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
29,75000,4.0,14400,13.92,0,0.19,0,9,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
30,15000,6.0,2700,12.69,1,0.18,0,5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
29,82450,11.0,7500,14.5,1,0.08,0,9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,34000,4.0,3000,10.65,1,0.09,0,10,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
24,50000,5.0,6000,6.17,0,0.12,0,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
23,37700,7.0,10000,9.63,1,0.27,0,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,15600,1.0,4500,5.99,1,0.29,0,3,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
21,30000,5.0,6400,10.99,0,0.21,0,3,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24,60000,4.0,5850,7.49,0,0.1,0,3,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
58,45600,20.0,6000,12.99,0,0.13,0,25,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
35,83004,6.0,15000,10.99,0,0.18,0,7,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
24,44400,4.0,15650,21.74,1,0.35,0,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
27,72000,6.0,20000,8.9,0,0.28,0,5,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
27,160669,3.0,8000,11.36,0,0.05,0,9,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
30,25056,3.0,2000,12.42,0,0.08,0,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
23,88000,4.0,8400,14.65,1,0.1,0,4,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
35,91000,6.0,5600,10.99,0,0.06,0,8,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
22,48000,0.0,3000,14.79,0,0.06,0,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
25,29000,9.0,11000,8.49,1,0.38,0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
25,40000,2.0,7000,8.94,0,0.17,0,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
26,22000,6.0,7500,10.96,0,0.34,0,2,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
25,130000,2.0,19400,16.0,0,0.15,1,4,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
32,44808,5.0,12000,10.99,0,0.27,0,8,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
23,45600,4.0,5000,14.22,0,0.11,0,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
39,43680,9.0,16000,10.99,1,0.37,0,16,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
25,100000,9.0,12000,8.94,0,0.12,0,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
29,75000,8.0,12000,13.16,1,0.16,1,7,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
33,35000,0.0,5000,8.9,0,0.14,0,5,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
29,61628,2.0,6000,16.95,1,0.08,1,9,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
25,30000,6.0,4000,9.76,0,0.13,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
29,60000,2.0,12000,14.22,0,0.2,1,6,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
35,90000,0.0,7000,8.59,0,0.08,0,10,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
21,40000,1.0,6000,10.08,0,0.15,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
33,57700,17.0,4000,10.99,1,0.07,1,7,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
32,65453,15.0,5000,11.28,1,0.06,1,9,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
22,41717,5.0,20000,11.12,0,0.48,0,4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
29,50000,0.0,3575,11.49,0,0.07,0,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
29,33000,5.0,8000,5.79,1,0.24,0,8,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
42,120000,18.0,6000,10.38,0,0.05,0,11,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
22,50000,6.0,10500,14.26,0,0.21,1,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
25,80000,9.0,10250,5.42,0,0.13,0,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
22,38000,2.0,1500,13.22,0,0.04,1,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
27,104000,8.0,12800,7.29,0,0.12,0,5,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
26,51000,2.0,12000,6.17,0,0.24,0,4,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
24,119500,8.0,3500,12.18,0,0.03,0,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
25,90000,7.0,6000,7.14,0,0.07,0,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
29,64000,3.0,7000,7.51,0,0.11,0,6,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
27,69638,5.0,16725,10.74,0,0.24,0,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
43,85000,2.0,2000,6.62,0,0.02,0,14,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
25,24000,0.0,7000,9.63,0,0.29,0,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
33,60000,17.0,7000,5.42,0,0.12,0,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
43,51600,0.0,1500,11.86,0,0.03,0,12,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
28,30422,12.0,5000,8.49,0,0.16,0,9,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
24,40000,8.0,2800,10.25,0,0.07,0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
34,60000,6.0,10500,15.68,0,0.17,1,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
28,92000,8.0,7750,14.22,1,0.08,0,6,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
22,30000,6.0,2000,12.61,0,0.07,0,4,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
25,158000,10.0,20000,14.26,0,0.13,1,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
22,38000,4.0,1950,7.37,0,0.05,0,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
29,65000,0.0,10000,8.94,0,0.15,0,9,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
24,49000,8.0,7000,7.49,1,0.14,0,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
24,29000,1.0,6000,15.62,1,0.21,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
33,75000,2.0,7500,10.08,1,0.1,0,9,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
29,120000,11.0,5000,14.09,0,0.04,1,5,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
23,30000,5.0,1000,7.4,0,0.03,0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
22,49000,7.0,3000,12.23,1,0.06,1,2,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
27,38000,0.0,12000,6.62,1,0.32,0,10,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
25,70356,8.0,7000,7.29,0,0.1,0,4,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
25,121000,6.0,13000,10.99,0,0.11,0,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
22,28800,0.0,3500,10.99,0,0.12,0,2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
24,45996,2.0,10800,13.16,0,0.23,0,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
30,96000,11.0,12000,13.23,0,0.13,0,10,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
24,42000,1.0,3500,10.99,0,0.08,0,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
25,28008,5.0,4000,10.0,0,0.14,0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
28,73000,0.0,32000,11.99,1,0.44,0,9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
28,39000,8.0,4500,13.49,1,0.12,0,9,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
31,112000,5.0,23000,12.18,0,0.21,0,6,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
23,34482,7.0,7000,10.99,0,0.2,0,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
24,104000,8.0,25000,12.84,0,0.24,0,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
23,45000,4.0,4800,13.98,0,0.11,1,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
31,50000,1.0,10000,10.71,0,0.2,0,6,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
26,300000,10.0,20000,7.88,0,0.07,0,4,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
24,51630,0.0,4900,9.99,0,0.09,0,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
33,190000,10.0,20000,14.11,0,0.11,0,10,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
25,49029,8.0,2000,11.99,0,0.04,0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
26,49680,1.0,5875,12.99,0,0.12,1,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
25,33000,4.0,3600,10.0,1,0.11,0,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
22,30000,0.0,5000,10.33,0,0.17,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
27,83300,3.0,12000,15.21,1,0.12,0,6,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23,61000,3.0,2500,7.49,0,0.04,0,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
22,110000,2.0,9000,11.11,0,0.08,0,4,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
45,30000,5.0,1000,15.23,0,0.03,1,11,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
25,58650,7.0,5600,14.84,1,0.08,0,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
43,79000,3.0,4000,8.88,0,0.05,0,12,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
22,60000,6.0,3950,10.65,0,0.07,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
29,55000,11.0,4000,10.99,0,0.07,0,8,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
21,57200,5.0,8000,6.03,0,0.14,0,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,48000,8.0,6000,12.87,0,0.13,1,3,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
27,72000,4.0,8000,11.09,0,0.11,1,9,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
29,85000,9.0,15000,10.65,0,0.18,0,9,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
24,122000,4.0,15000,11.58,0,0.12,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
31,90000,5.0,17000,10.99,0,0.19,0,10,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22,34800,0.0,4000,10.74,0,0.11,0,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
27,52000,0.0,5100,10.37,0,0.1,0,9,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
26,55000,3.0,5000,13.48,0,0.09,1,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
29,50000,1.0,6500,15.96,0,0.13,0,7,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
29,75000,0.0,5000,15.62,0,0.07,0,10,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
26,74000,5.0,10000,6.62,0,0.14,0,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
25,37500,1.0,10000,15.96,0,0.27,1,4,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
24,31000,8.0,5000,5.42,0,0.16,0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
45,29676,5.0,2700,12.84,0,0.09,1,17,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
30,52000,4.0,14675,9.63,0,0.28,0,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
25,56000,1.0,6000,10.74,0,0.11,0,2,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
34,80000,5.0,12000,7.49,0,0.15,0,9,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
29,60000,13.0,25000,20.16,1,0.42,0,10,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
21,36000,3.0,4000,5.99,0,0.11,0,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,45000,0.0,4500,9.25,0,0.1,0,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
24,33000,8.0,6400,9.99,0,0.19,0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
22,43000,7.0,24000,13.85,1,0.56,1,3,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
27,150000,7.0,20000,10.99,0,0.13,0,9,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23,90000,2.0,20000,11.49,0,0.22,0,4,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
25,31200,8.0,14700,12.29,1,0.47,0,4,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
24,32000,5.0,1900,13.49,0,0.06,1,2,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
28,60000,6.0,15000,11.99,0,0.25,0,6,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23,100000,0.0,11000,8.49,0,0.11,0,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
24,23004,9.0,1500,7.68,0,0.07,0,2,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
30,81004,3.0,10000,6.91,0,0.12,0,9,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
23,73426,0.0,7500,10.99,0,0.1,1,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
31,70000,4.0,5500,7.68,0,0.08,0,10,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
21,16000,5.0,6000,9.63,1,0.38,0,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
23,25000,0.0,4000,11.71,0,0.16,0,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
26,110000,4.0,12000,10.99,0,0.11,0,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
36,30000,14.0,3000,10.38,0,0.1,0,11,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
21,60000,5.0,10000,12.18,0,0.17,0,2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
36,180000,11.0,20000,11.48,1,0.11,0,15,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
24,60629,7.0,10000,7.51,0,0.16,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
25,70000,9.0,5000,8.59,0,0.07,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
26,64992,1.0,4000,9.63,0,0.06,0,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
25,31200,0.0,4000,17.19,1,0.13,1,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
30,78411,15.0,15850,11.14,0,0.2,0,5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
26,50000,4.0,6000,10.99,0,0.12,0,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
25,70000,3.0,8000,14.26,0,0.11,0,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
22,48609,6.0,12000,7.49,0,0.25,0,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
23,98000,7.0,10000,10.99,0,0.1,0,4,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
25,111996,9.0,24250,10.99,0,0.22,0,3,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
28,33600,12.0,4200,10.0,0,0.13,0,5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
37,33000,0.0,10000,5.99,0,0.3,0,11,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
29,163000,0.0,4000,16.29,1,0.02,0,6,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
25,32000,4.0,8000,10.36,1,0.25,0,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22,76000,0.0,14400,14.35,0,0.19,0,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
