person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
26,75000,MORTGAGE,7.0,VENTURE,A,10000,7.49,0,0.13,N,2
26,40000,MORTGAGE,5.0,MEDICAL,B,6000,10.62,0,0.15,N,4
24,22320,OWN,4.0,MEDICAL,E,1000,16.32,1,0.04,N,2
30,35576,RENT,14.0,EDUCATION,C,19000,13.72,1,0.53,N,7
22,47000,MORTGAGE,6.0,MEDICAL,B,24000,10.37,1,0.51,N,4
25,35000,OWN,2.0,MEDICAL,A,6400,,0,0.18,N,2
26,48000,RENT,4.0,MEDICAL,B,3000,10.14,0,0.06,N,3
31,78000,RENT,0.0,HOMEIMPROVEMENT,E,18000,18.79,1,0.23,N,9
25,48000,OWN,7.0,EDUCATION,B,15000,10.25,0,0.31,N,4
27,102000,MORTGAGE,1.0,PERSONAL,B,16000,11.99,0,0.16,N,5
22,31356,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.68,0,0.1,N,4
33,77000,MORTGAGE,9.0,PERSONAL,A,12000,7.29,0,0.16,N,10
26,58000,MORTGAGE,2.0,PERSONAL,A,3000,6.92,0,0.05,N,4
30,42000,RENT,2.0,MEDICAL,B,5000,,0,0.12,N,7
32,21360,RENT,1.0,VENTURE,C,1800,12.99,0,0.08,N,8
24,45336,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0,0.22,N,2
25,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,12000,9.91,0,0.29,N,2
32,50000,RENT,0.0,HOMEIMPROVEMENT,A,3775,6.17,0,0.08,N,8
25,71328,MORTGAGE,3.0,EDUCATION,D,25000,14.96,0,0.35,Y,3
24,70000,MORTGAGE,2.0,PERSONAL,C,6000,15.23,0,0.09,Y,2
28,59000,MORTGAGE,2.0,VENTURE,B,14000,10.36,0,0.24,N,7
29,83004,MORTGAGE,3.0,PERSONAL,B,4500,11.49,0,0.05,N,10
30,37600,RENT,2.0,EDUCATION,C,15000,13.06,1,0.4,Y,10
22,31875,RENT,3.0,EDUCATION,C,7500,13.11,0,0.24,N,2
26,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5000,9.99,0,0.08,N,2
41,55000,MORTGAGE,17.0,PERSONAL,A,9000,5.99,0,0.16,N,17
22,47000,RENT,6.0,DEBTCONSOLIDATION,C,19200,12.29,1,0.41,Y,4
25,84000,MORTGAGE,8.0,VENTURE,B,6000,10.62,0,0.07,N,4
28,31200,RENT,3.0,DEBTCONSOLIDATION,A,3600,6.39,0,0.12,N,7
30,34000,RENT,0.0,PERSONAL,B,4000,10.95,0,0.12,N,9
27,115000,MORTGAGE,2.0,MEDICAL,A,1000,5.99,0,0.01,N,8
28,42000,RENT,1.0,PERSONAL,E,3200,16.32,1,0.08,Y,8
24,39000,MORTGAGE,,DEBTCONSOLIDATION,A,7000,7.49,1,0.18,N,3
23,113000,MORTGAGE,2.0,VENTURE,A,22400,7.49,0,0.2,N,2
23,50000,RENT,7.0,EDUCATION,B,4800,10.37,0,0.1,N,3
31,45000,RENT,5.0,PERSONAL,A,14000,7.91,1,0.31,N,8
27,40000,RENT,9.0,DEBTCONSOLIDATION,B,2000,10.75,0,0.05,N,6
22,53000,MORTGAGE,7.0,EDUCATION,A,2500,7.4,0,0.05,N,3
22,62000,MORTGAGE,5.0,EDUCATION,B,9000,10.0,0,0.15,N,2
32,38000,MORTGAGE,16.0,VENTURE,B,10000,10.37,0,0.26,N,6
25,150000,RENT,2.0,HOMEIMPROVEMENT,A,8750,7.74,0,0.06,N,4
25,79000,OWN,9.0,VENTURE,B,14500,11.48,0,0.18,N,3
29,67992,MORTGAGE,0.0,VENTURE,A,2000,7.43,0,0.03,N,7
58,100000,MORTGAGE,6.0,PERSONAL,A,6000,5.42,0,0.06,N,19
28,103992,MORTGAGE,3.0,PERSONAL,B,18000,10.99,0,0.17,N,7
22,46000,RENT,3.0,EDUCATION,B,11000,10.59,0,0.24,N,3
29,62000,MORTGAGE,4.0,PERSONAL,D,3000,14.84,0,0.05,N,7
24,15000,RENT,8.0,DEBTCONSOLIDATION,C,4200,13.11,1,0.28,Y,2
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2
25,25716,RENT,1.0,MEDICAL,A,9250,6.54,1,0.36,N,2
26,63400,OWN,0.0,EDUCATION,B,20000,9.62,0,0.32,N,3
25,98400,RENT,4.0,PERSONAL,D,16525,15.28,0,0.17,Y,3
28,24000,RENT,0.0,PERSONAL,C,10000,12.87,1,0.42,Y,10
33,30000,RENT,2.0,DEBTCONSOLIDATION,A,17975,8.49,1,0.6,N,8
27,26004,RENT,7.0,VENTURE,A,6000,7.14,0,0.23,N,5
24,34000,RENT,0.0,VENTURE,D,8000,16.49,1,0.24,Y,3
34,35000,RENT,9.0,EDUCATION,A,8000,,0,0.23,N,10
34,138000,RENT,0.0,HOMEIMPROVEMENT,E,21000,18.79,1,0.15,N,10
40,32000,RENT,19.0,DEBTCONSOLIDATION,B,9600,9.88,0,0.3,N,14
31,45000,MORTGAGE,8.0,VENTURE,B,7500,10.62,0,0.17,N,5
22,52000,MORTGAGE,6.0,VENTURE,D,6000,,1,0.12,Y,3
24,95000,RENT,3.0,PERSONAL,A,12000,7.88,0,0.13,N,3
23,114000,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0,0.07,N,4
47,47000,MORTGAGE,9.0,MEDICAL,A,7500,6.62,0,0.16,N,13
23,39996,RENT,2.0,EDUCATION,B,18000,9.25,1,0.45,N,4
25,45000,RENT,4.0,PERSONAL,B,8000,10.38,0,0.18,N,3
27,130000,MORTGAGE,3.0,VENTURE,B,24000,10.99,0,0.18,N,10
26,60000,RENT,0.0,VENTURE,B,9000,10.59,0,0.15,N,3
42,52400,MORTGAGE,14.0,HOMEIMPROVEMENT,B,21000,10.38,0,0.4,N,13
29,150000,MORTGAGE,14.0,VENTURE,A,12000,5.42,0,0.08,N,9
28,45000,MORTGAGE,0.0,VENTURE,B,3675,,0,0.08,N,6
32,40000,MORTGAGE,12.0,EDUCATION,B,9000,10.59,0,0.23,N,7
27,235000,MORTGAGE,5.0,VENTURE,C,28000,15.96,0,0.12,N,5
32,60000,RENT,3.0,MEDICAL,B,2375,11.83,0,0.04,N,7
23,78000,RENT,7.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.38,Y,3
24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,E,24000,17.56,0,0.27,N,3
41,45600,RENT,18.0,MEDICAL,A,5000,6.17,0,0.11,N,14
27,129996,MORTGAGE,2.0,VENTURE,D,12800,14.84,1,0.1,Y,7
25,60000,MORTGAGE,3.0,VENTURE,B,10000,11.49,0,0.17,N,4
24,17616,RENT,,VENTURE,B,2000,10.37,0,0.11,N,2
26,55000,MORTGAGE,1.0,EDUCATION,B,10000,10.0,0,0.18,N,2
26,19200,MORTGAGE,5.0,VENTURE,A,4000,7.51,1,0.21,N,4
21,26400,RENT,0.0,EDUCATION,C,2400,14.79,0,0.09,Y,2
22,72000,RENT,6.0,MEDICAL,C,12000,12.99,0,0.17,Y,3
22,115200,RENT,0.0,DEBTCONSOLIDATION,A,7000,7.66,0,0.06,N,2
23,92000,MORTGAGE,7.0,PERSONAL,A,12000,6.62,0,0.13,N,3
53,85000,RENT,2.0,MEDICAL,A,8000,7.74,0,0.09,N,28
33,75000,MORTGAGE,17.0,EDUCATION,C,12000,,0,0.16,Y,10
24,28800,RENT,5.0,MEDICAL,A,8000,,0,0.28,N,2
54,39000,MORTGAGE,4.0,PERSONAL,B,20000,10.71,0,0.51,N,19
28,90000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,5000,14.79,0,0.06,Y,8
24,56000,RENT,0.0,EDUCATION,B,12800,,0,0.23,N,4
29,42000,RENT,0.0,PERSONAL,E,15000,14.25,1,0.36,N,9
30,42000,RENT,0.0,VENTURE,B,2250,8.88,0,0.05,N,8
23,90000,MORTGAGE,5.0,PERSONAL,A,15000,6.03,0,0.17,N,3
32,28600,RENT,3.0,VENTURE,B,6700,10.37,0,0.23,N,9
27,59004,OWN,8.0,MEDICAL,B,24250,11.49,0,0.41,N,9
22,100000,MORTGAGE,2.0,EDUCATION,B,15000,11.99,0,0.15,N,2
23,42000,RENT,3.0,DEBTCONSOLIDATION,B,1500,10.71,0,0.04,N,2
24,12960,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3650,9.91,1,0.28,N,3
27,90000,RENT,7.0,VENTURE,C,10000,14.27,0,0.11,Y,8
22,55000,MORTGAGE,6.0,PERSONAL,C,3250,13.49,0,0.06,Y,4
28,62496,RENT,1.0,DEBTCONSOLIDATION,B,13000,10.37,0,0.21,N,8
28,74000,RENT,12.0,HOMEIMPROVEMENT,B,10000,11.71,0,0.14,N,8
22,54800,OWN,7.0,EDUCATION,A,8000,,0,0.15,N,2
34,60500,RENT,3.0,DEBTCONSOLIDATION,D,11200,15.62,1,0.19,Y,10
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4
43,64000,MORTGAGE,6.0,MEDICAL,A,15000,7.88,0,0.23,N,17
26,74400,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15000,6.54,0,0.2,N,4
23,48562,RENT,4.0,VENTURE,A,3500,8.0,0,0.07,N,2
29,65000,MORTGAGE,2.0,MEDICAL,A,4800,,0,0.07,N,5
34,42000,RENT,5.0,DEBTCONSOLIDATION,A,5500,7.66,0,0.13,N,7
23,46852,RENT,3.0,EDUCATION,B,6800,10.65,1,0.15,N,4
34,140000,OWN,13.0,EDUCATION,A,4000,7.88,0,0.03,N,7
27,92300,MORTGAGE,6.0,HOMEIMPROVEMENT,E,17500,17.93,0,0.19,N,5
27,44000,MORTGAGE,3.0,EDUCATION,C,5700,13.23,0,0.13,Y,9
24,50000,RENT,0.0,VENTURE,C,11200,13.85,0,0.22,Y,3
39,42000,RENT,0.0,PERSONAL,D,11000,13.55,1,0.26,N,12
30,102489,MORTGAGE,14.0,PERSONAL,B,25000,12.18,0,0.24,N,7
25,36000,RENT,9.0,DEBTCONSOLIDATION,C,6000,14.72,0,0.17,N,2
44,80000,MORTGAGE,28.0,VENTURE,D,25000,15.33,0,0.31,Y,17
27,21000,RENT,5.0,MEDICAL,B,4000,11.49,0,0.19,N,9
33,54000,RENT,17.0,DEBTCONSOLIDATION,B,15000,11.86,1,0.28,N,7
26,55000,RENT,10.0,MEDICAL,A,6000,5.42,0,0.11,N,4
32,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,14000,6.99,0,0.2,N,8
27,78000,RENT,5.0,EDUCATION,E,9600,17.14,0,0.12,Y,7
24,50000,RENT,4.0,DEBTCONSOLIDATION,A,14400,,0,0.29,N,2
22,59000,RENT,6.0,PERSONAL,B,12000,10.37,0,0.2,N,3
22,60612,MORTGAGE,6.0,PERSONAL,B,5300,,0,0.09,N,4
27,41000,MORTGAGE,3.0,PERSONAL,A,10000,8.59,0,0.24,N,8
36,44004,MORTGAGE,1.0,MEDICAL,B,1800,10.0,1,0.04,N,13
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4
25,54300,MORTGAGE,,PERSONAL,A,8000,6.92,0,0.15,N,4
28,45000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,15000,15.99,0,0.33,Y,8
23,120000,MORTGAGE,7.0,EDUCATION,A,10000,7.51,0,0.08,N,3
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3
23,75000,RENT,2.0,PERSONAL,B,7000,6.0,0,0.09,N,3
25,55000,RENT,9.0,DEBTCONSOLIDATION,A,3600,8.9,0,0.07,N,3
31,24000,RENT,0.0,EDUCATION,A,4000,6.76,0,0.17,N,9
26,51600,RENT,10.0,EDUCATION,B,14000,10.37,1,0.27,N,2
25,35000,RENT,9.0,MEDICAL,A,7200,8.9,0,0.21,N,3
29,56033,MORTGAGE,7.0,VENTURE,C,16000,14.65,0,0.29,N,6
27,110000,MORTGAGE,3.0,MEDICAL,A,4800,7.74,0,0.04,N,7
26,44000,RENT,5.0,DEBTCONSOLIDATION,C,4600,13.99,1,0.1,N,4
26,90000,MORTGAGE,2.0,EDUCATION,C,25000,11.09,0,0.28,N,4
21,34000,RENT,5.0,DEBTCONSOLIDATION,C,7800,13.79,1,0.23,N,2
28,103832,RENT,12.0,EDUCATION,E,24000,16.69,0,0.23,N,5
24,42856,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,1,0.37,N,3
39,32400,RENT,3.0,MEDICAL,B,7000,,0,0.22,N,16
40,63000,RENT,2.0,HOMEIMPROVEMENT,B,13050,11.48,0,0.21,N,15
31,52000,MORTGAGE,15.0,PERSONAL,B,15200,12.21,0,0.29,N,8
23,50508,OWN,8.0,PERSONAL,B,7500,10.83,0,0.15,N,4
42,39996,MORTGAGE,2.0,HOMEIMPROVEMENT,A,2500,5.42,0,0.06,N,12
23,60000,MORTGAGE,6.0,EDUCATION,C,7000,12.99,0,0.12,Y,2
25,37596,MORTGAGE,3.0,PERSONAL,B,12000,11.99,0,0.32,N,4
25,60000,RENT,1.0,VENTURE,A,8000,5.42,0,0.13,N,2
27,126000,MORTGAGE,11.0,PERSONAL,A,5500,7.51,0,0.04,N,9
30,65000,RENT,3.0,EDUCATION,B,9000,12.42,0,0.14,N,5
26,27600,RENT,0.0,MEDICAL,A,4725,6.54,0,0.17,N,2
48,30000,MORTGAGE,21.0,HOMEIMPROVEMENT,B,2100,12.42,0,0.07,N,14
24,120000,RENT,5.0,MEDICAL,A,15000,,0,0.13,N,3
22,29244,RENT,0.0,DEBTCONSOLIDATION,D,3000,13.3,1,0.1,Y,2
24,91700,RENT,1.0,EDUCATION,B,6500,9.88,0,0.07,N,3
22,58000,OTHER,3.0,DEBTCONSOLIDATION,C,15000,13.79,0,0.26,Y,4
38,25000,RENT,1.0,EDUCATION,A,1000,8.0,0,0.04,N,16
22,60000,OWN,7.0,VENTURE,D,15000,16.49,0,0.25,Y,2
30,56004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9600,5.99,0,0.17,N,6
28,30000,RENT,4.0,EDUCATION,B,3900,11.99,0,0.13,N,9
27,29000,RENT,2.0,PERSONAL,B,10000,12.69,1,0.34,N,10
29,450000,MORTGAGE,4.0,EDUCATION,D,25000,15.37,0,0.06,N,7
24,65000,OWN,6.0,EDUCATION,A,3500,6.76,0,0.05,N,4
36,40000,MORTGAGE,2.0,EDUCATION,A,6000,,0,0.15,N,15
33,35000,RENT,5.0,MEDICAL,B,11200,10.36,1,0.32,N,9
33,36500,MORTGAGE,4.0,PERSONAL,A,8500,,0,0.23,N,8
30,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7500,9.76,1,0.1,N,9
33,71000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5300,11.49,0,0.07,N,9
22,160000,RENT,6.0,PERSONAL,A,20000,7.49,0,0.13,N,4
24,29000,RENT,0.0,DEBTCONSOLIDATION,B,6250,10.99,0,0.22,N,2
24,36000,RENT,2.0,HOMEIMPROVEMENT,D,2500,16.77,1,0.07,N,3
34,23000,OWN,2.0,VENTURE,A,2500,,0,0.11,N,9
23,102000,OWN,0.0,MEDICAL,D,30000,16.77,0,0.29,Y,2
33,95000,MORTGAGE,17.0,MEDICAL,A,3600,8.49,0,0.04,N,10
35,52000,RENT,2.0,MEDICAL,B,3000,11.48,0,0.06,N,7
26,34000,RENT,5.0,VENTURE,A,7500,7.9,0,0.22,N,4
23,48000,RENT,6.0,EDUCATION,A,4800,7.9,0,0.1,N,2
22,72060,MORTGAGE,7.0,EDUCATION,B,5500,11.71,0,0.08,N,3
25,50000,RENT,7.0,EDUCATION,E,8500,15.7,0,0.17,N,4
33,35000,MORTGAGE,2.0,EDUCATION,A,6000,5.42,0,0.17,N,10
28,55704,MORTGAGE,12.0,EDUCATION,A,8400,7.51,0,0.15,N,6
24,75000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.16,Y,4
24,88000,RENT,2.0,HOMEIMPROVEMENT,B,15000,9.99,1,0.17,N,4
24,23500,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7000,10.38,0,0.3,N,3
28,60000,RENT,10.0,HOMEIMPROVEMENT,C,10500,15.27,0,0.17,Y,6
22,34000,RENT,5.0,VENTURE,A,7200,7.9,0,0.21,N,4
25,110000,MORTGAGE,,VENTURE,B,7000,9.88,0,0.06,N,2
24,80000,MORTGAGE,6.0,EDUCATION,A,16000,7.88,0,0.2,N,3
21,41000,RENT,5.0,EDUCATION,A,7000,5.79,0,0.17,N,3
28,84000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,3000,15.99,1,0.04,Y,6
24,83000,MORTGAGE,6.0,MEDICAL,A,15000,6.91,0,0.18,N,4
29,82000,MORTGAGE,5.0,MEDICAL,B,20000,10.99,0,0.24,N,7
38,65000,MORTGAGE,5.0,EDUCATION,B,15000,10.36,0,0.23,N,17
25,70000,MORTGAGE,4.0,PERSONAL,C,15000,13.16,1,0.21,Y,3
22,32484,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6250,7.51,1,0.19,N,4
24,67000,OWN,2.0,MEDICAL,B,16000,12.69,0,0.24,N,4
22,33000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.25,0,0.15,N,4
23,60000,MORTGAGE,4.0,EDUCATION,A,10000,,0,0.17,N,4
29,15000,RENT,,PERSONAL,C,2200,13.48,1,0.15,N,10
24,110000,MORTGAGE,8.0,PERSONAL,C,5600,12.98,0,0.05,Y,4
32,204000,OWN,16.0,EDUCATION,B,25000,11.12,0,0.12,N,5
34,18000,RENT,0.0,VENTURE,B,6000,,1,0.33,N,7
35,85000,MORTGAGE,0.0,PERSONAL,B,12000,10.0,0,0.14,N,5
29,16000,OWN,3.0,VENTURE,A,3000,7.9,1,0.19,N,8
28,52000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.12,N,6
24,62000,MORTGAGE,8.0,PERSONAL,A,5875,6.03,0,0.09,N,2
24,30000,RENT,1.0,PERSONAL,B,3000,10.37,0,0.1,N,2
22,80000,RENT,5.0,EDUCATION,C,10000,14.27,0,0.13,N,2
23,135000,OWN,7.0,VENTURE,A,16000,6.91,0,0.12,N,3
24,96000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,6000,13.92,0,0.06,Y,4
23,75000,OWN,5.0,MEDICAL,D,12500,15.33,0,0.17,Y,3
23,84996,MORTGAGE,5.0,PERSONAL,A,14000,,0,0.16,N,3
39,45000,MORTGAGE,4.0,VENTURE,A,8625,,0,0.19,N,13
23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,Y,2
24,29000,RENT,1.0,MEDICAL,B,4000,9.96,1,0.14,N,3
34,10380,RENT,,VENTURE,C,4250,12.68,1,0.41,Y,5
28,46097,MORTGAGE,12.0,DEBTCONSOLIDATION,B,6000,10.75,0,0.13,N,8
35,105000,MORTGAGE,11.0,EDUCATION,A,10000,,0,0.1,N,10
22,61000,MORTGAGE,6.0,EDUCATION,A,12000,7.49,0,0.2,N,2
26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.38,N,2
23,108000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,10000,,1,0.09,Y,2
38,112000,RENT,2.0,VENTURE,B,10000,11.26,0,0.09,N,15
25,69900,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5050,5.42,0,0.07,N,3
31,179000,MORTGAGE,13.0,MEDICAL,C,11200,14.27,0,0.06,N,5
25,49000,MORTGAGE,1.0,EDUCATION,C,7000,,1,0.14,N,4
23,24000,RENT,3.0,EDUCATION,C,2200,15.23,0,0.09,Y,4
24,24000,RENT,,HOMEIMPROVEMENT,B,2000,12.69,1,0.08,N,2
24,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.57,Y,3
25,120000,RENT,2.0,PERSONAL,A,15000,7.51,0,0.13,N,2
31,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.83,0,0.38,N,6
25,52000,RENT,9.0,EDUCATION,C,16000,13.98,1,0.31,N,3
26,27880,RENT,1.0,MEDICAL,B,4800,9.25,0,0.17,N,4
25,55000,RENT,3.0,HOMEIMPROVEMENT,B,6000,,0,0.11,N,3
31,48000,MORTGAGE,0.0,MEDICAL,A,7800,7.51,0,0.16,N,10
27,48000,RENT,5.0,MEDICAL,B,9000,10.99,0,0.19,N,10
21,27200,RENT,0.0,MEDICAL,C,5000,,0,0.18,N,3
22,60000,RENT,6.0,MEDICAL,A,8000,7.88,0,0.13,N,2
35,48000,RENT,6.0,EDUCATION,A,17000,7.88,1,0.35,N,8
29,71000,RENT,0.0,PERSONAL,A,19000,6.54,0,0.27,N,9
25,80000,RENT,2.0,PERSONAL,C,12375,10.91,0,0.15,N,4
25,31000,RENT,2.0,DEBTCONSOLIDATION,A,1800,8.32,0,0.06,N,2
27,144000,RENT,8.0,HOMEIMPROVEMENT,F,5500,19.13,0,0.04,Y,5
24,52559,RENT,9.0,HOMEIMPROVEMENT,B,20000,,1,0.38,N,3
36,136000,MORTGAGE,0.0,VENTURE,C,4800,14.72,0,0.04,N,15
22,72000,MORTGAGE,6.0,PERSONAL,A,10800,6.91,0,0.15,N,3
26,7904,MORTGAGE,0.0,HOMEIMPROVEMENT,B,500,10.71,0,0.06,N,3
39,11820,RENT,,MEDICAL,B,1500,11.11,0,0.13,N,11
23,67000,RENT,7.0,MEDICAL,B,3000,10.99,0,0.04,N,2
24,95000,RENT,8.0,PERSONAL,D,17200,17.58,0,0.18,N,3
21,98000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.06,N,4
30,96053,MORTGAGE,15.0,MEDICAL,D,30000,15.62,1,0.27,N,5
27,66300,RENT,1.0,MEDICAL,D,9600,,1,0.12,N,7
22,52000,MORTGAGE,0.0,EDUCATION,A,10000,7.88,0,0.19,N,3
23,90000,MORTGAGE,1.0,EDUCATION,A,4000,5.42,0,0.04,N,3
37,140000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.1,N,12
43,50000,MORTGAGE,11.0,EDUCATION,A,11500,,0,0.23,N,11
29,87000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.59,0,0.17,N,6
33,144000,MORTGAGE,13.0,EDUCATION,D,19000,,0,0.13,N,8
25,72000,MORTGAGE,,HOMEIMPROVEMENT,A,2000,7.66,0,0.03,N,4
23,115000,MORTGAGE,4.0,EDUCATION,A,24000,7.9,0,0.21,N,3
22,84600,MORTGAGE,4.0,VENTURE,A,6000,,0,0.07,N,4
22,40000,RENT,2.0,EDUCATION,B,8000,12.18,0,0.2,N,4
30,75000,RENT,2.0,DEBTCONSOLIDATION,C,6000,12.68,0,0.08,Y,5
33,38400,OWN,1.0,EDUCATION,D,8000,15.58,0,0.21,Y,7
25,82000,RENT,5.0,HOMEIMPROVEMENT,C,6000,,0,0.07,N,3
24,46500,MORTGAGE,0.0,HOMEIMPROVEMENT,C,16000,12.53,0,0.34,Y,3
23,98400,MORTGAGE,0.0,EDUCATION,B,10000,11.14,0,0.1,N,4
24,35000,RENT,3.0,VENTURE,C,8400,12.87,0,0.24,Y,4
24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,N,4
45,118000,MORTGAGE,11.0,EDUCATION,C,9600,13.99,1,0.08,Y,12
26,38400,OWN,,HOMEIMPROVEMENT,B,7000,12.69,0,0.18,N,2
31,35000,RENT,4.0,MEDICAL,C,15000,13.11,1,0.43,N,9
31,30000,RENT,0.0,EDUCATION,D,6600,16.49,1,0.22,Y,8
24,72800,MORTGAGE,0.0,HOMEIMPROVEMENT,B,2300,10.62,0,0.03,N,4
22,50000,RENT,6.0,PERSONAL,B,6000,11.89,0,0.12,N,2
21,86000,MORTGAGE,3.0,VENTURE,A,8400,,0,0.1,N,4
23,90000,RENT,3.0,PERSONAL,B,6000,10.25,0,0.07,N,3
26,34000,MORTGAGE,4.0,PERSONAL,A,12250,6.91,1,0.36,N,4
31,59534,RENT,5.0,PERSONAL,D,15000,15.21,0,0.25,Y,10
22,52800,RENT,1.0,PERSONAL,A,2100,6.76,0,0.04,N,2
24,53000,OWN,8.0,MEDICAL,A,3350,6.76,0,0.06,N,2
28,32000,RENT,5.0,MEDICAL,A,5000,6.99,0,0.16,N,7
38,75000,MORTGAGE,13.0,VENTURE,B,20000,11.36,0,0.27,N,11
26,90000,RENT,2.0,PERSONAL,A,10000,7.49,0,0.11,N,4
36,65000,RENT,7.0,MEDICAL,B,15000,10.59,0,0.23,N,17
26,126000,MORTGAGE,3.0,PERSONAL,A,11000,7.14,0,0.09,N,4
23,35004,RENT,1.0,EDUCATION,B,6000,,0,0.17,N,2
26,34000,MORTGAGE,8.0,PERSONAL,A,6000,6.92,0,0.18,N,4
49,64600,MORTGAGE,4.0,MEDICAL,D,10000,16.49,1,0.13,N,12
26,125000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,20000,13.11,0,0.16,N,2
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,1,0.22,N,3
22,70000,RENT,6.0,EDUCATION,D,29100,15.99,1,0.42,N,3
24,33600,RENT,2.0,PERSONAL,A,9450,7.66,1,0.28,N,2
28,40000,MORTGAGE,6.0,PERSONAL,A,10000,9.32,0,0.25,N,8
23,42000,RENT,1.0,HOMEIMPROVEMENT,C,6000,12.99,1,0.14,N,4
22,10200,RENT,4.0,VENTURE,C,3250,,1,0.32,Y,2
21,118000,OWN,5.0,VENTURE,A,14000,7.88,0,0.12,N,3
23,40000,MORTGAGE,7.0,MEDICAL,A,4000,7.51,0,0.1,N,2
22,39696,MORTGAGE,,EDUCATION,B,14125,12.42,1,0.36,N,4
27,63945,RENT,6.0,VENTURE,A,3500,7.9,0,0.05,N,5
30,76080,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,11.14,0,0.16,N,5
24,47160,RENT,5.0,VENTURE,B,11000,11.14,0,0.23,N,4
26,102000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6000,13.61,0,0.06,N,2
34,61476,MORTGAGE,12.0,HOMEIMPROVEMENT,A,9200,7.74,0,0.15,N,7
24,48000,RENT,0.0,PERSONAL,B,4800,9.88,0,0.1,N,3
30,34000,MORTGAGE,8.0,PERSONAL,A,12000,,1,0.35,N,10
24,54000,MORTGAGE,9.0,MEDICAL,A,10000,9.63,1,0.19,N,2
30,60000,RENT,8.0,MEDICAL,A,5000,,0,0.08,N,8
22,51000,RENT,5.0,EDUCATION,B,20000,12.53,1,0.39,N,3
26,54000,RENT,6.0,EDUCATION,A,10000,7.9,0,0.19,N,2
22,70000,MORTGAGE,3.0,VENTURE,B,14400,11.71,0,0.21,N,4
28,114000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0,0.11,N,5
28,38000,OWN,13.0,VENTURE,A,6425,5.42,0,0.17,N,8
26,48000,MORTGAGE,10.0,VENTURE,C,13800,13.49,0,0.29,Y,2
31,100000,MORTGAGE,10.0,MEDICAL,A,9950,5.42,0,0.1,N,7
22,48255,RENT,3.0,VENTURE,A,2000,6.76,0,0.04,N,2
23,43000,RENT,1.0,EDUCATION,B,10000,9.25,0,0.23,N,3
24,30000,RENT,1.0,DEBTCONSOLIDATION,C,3000,13.98,1,0.1,Y,2
26,40800,MORTGAGE,3.0,PERSONAL,A,7500,7.88,0,0.18,N,2
23,75000,RENT,4.0,EDUCATION,B,7500,11.83,0,0.1,N,2
22,35000,RENT,3.0,EDUCATION,A,4800,5.42,0,0.14,N,3
28,11029,MORTGAGE,12.0,DEBTCONSOLIDATION,C,2150,10.78,1,0.19,Y,6
